rpa;tipo_cod;tipo;cod_escola;escola;inep;rua;numero;cod_bairro;bairro;metragem;qtd_alunos;qtd_turmas;qtd_professores;escola_climatizada;data_visita;quadra_coberta;quadra_descoberta;biblioteca;sala_recurso;gestor;longitude;latitude
3;1;ESCOLA MUNICIPAL;078;NADIR COLACO;26133389;NORTE  MIGUEL ARRAES DE ALENCAR;2173;582;MACAXEIRA;1125,1;452;15;15;NÂO;;NÃO;SIM;SIM;SIM;JOSINERE SALES DA SILVA;-34.92903;-8.01724
3;1;ESCOLA MUNICIPAL;206;NOVA DESCOBERTA;26133622;JORNALISTA WALDETE AGRA;100;400;PASSARINHO;721;467;24;18;NÂO;;NÃO;NÃO;SIM;SIM;MIRIAM SEVERINA DA SILVA MUNIZ DA ROCHA;-34.9298;-7.98759
3;1;ESCOLA MUNICIPAL;048;OCTAVIO DE MEIRA LINS;26126087;JOSE REBOUCAS;141;558;VASCO DA GAMA;951,4;711;29;25;NÂO;13/2/2017;NÃO;SIM;SIM;SIM;MAURILIO LINS DA SILVA;-34.91641;-8.01022
3;1;ESCOLA MUNICIPAL;145;PADRE ANTONIO HENRIQUE;26121662;VISCONDESSA DO LIVRAMENTO;290;140;DERBY;590,6;347;26;18;SIM;;NÃO;SIM;SIM;NÃO;JOSE CARLOS MARTINS DE SANTANA;-34.90003;-8.06147
3;1;ESCOLA MUNICIPAL;123;PADRE DONINO;26134350;;442;442;CASA FORTE;;190;10;5;NÂO;;SIM;NÃO;SIM;SIM;SILVANA TEREZA DE LIRA BEZERRA;-34.919752;-8.034057
3;1;ESCOLA MUNICIPAL;288;PEDRINHO;26126966;BARAO DE BOTOVI;S/N;566;NOVA DESCOBERTA;230;118;10;7;NÂO;;NÃO;NÃO;NÃO;NÃO;ANDREA MARIA DA SILVA;-34.92493;-8.00549
3;1;ESCOLA MUNICIPAL;097;PEDRO ALCANTARA;26175380;TRES MORROS;43;620;CORREGO DO JENIPAPO;218,4;140;8;5;NÂO;;NÃO;NÃO;NÃO;NÃO;AURINEIDE ELIAS DE OLIVEIRA;-34.93773;-8.0025
3;1;ESCOLA MUNICIPAL;051;POETA JOAQUIM CARDOSO;26126494;CORREGO DA AREIA;950;566;NOVA DESCOBERTA;997,4;723;26;31;NÂO;;NÃO;NÃO;SIM;NÃO;VERONICA MARIA DE OLIVEIRA;-34.93086;-8.00134
3;1;ESCOLA MUNICIPAL;318;PRESBITERO JOSE BEZERRA;26126419;NORTE;7636;582;MACAXEIRA;554,8;381;19;16;NÂO;;NÃO;NÃO;SIM;SIM;ADELUZIA ROSALY GALVAO FARIA;-34.93125;-8.01498
3;1;ESCOLA MUNICIPAL;021;PROFESSOR ADERBAL GALVAO;26126516;VASCO DA GAMA;399;558;VASCO DA GAMA;729,2;476;17;20;NÂO;13/2/2017;NÃO;NÃO;NÃO;NÃO;CELSO HENRIQUE LOPES DA SILVA;-34.92115;-8.01658
3;1;ESCOLA MUNICIPAL;376;PROFESSOR JOSE SOARES DA SILVA;26166666;BARAO DE BOTOVI;5785;566;NOVA DESCOBERTA;918,4;354;17;12;NÂO;;NÃO;NÃO;SIM;NÃO;LUCICLEIDE AMANCIO DA SILVA;-34.92331;-8.00687
3;1;ESCOLA MUNICIPAL;022;PROFESSOR MAURO MOTA;26126788;ALTO DA BRASILEIRA;S/N;566;NOVA DESCOBERTA;725;437;19;12;NÂO;2/5/2017;NÃO;NÃO;NÃO;NÃO;MARIA JOSE PEREIRA DE ASSUNCAO EGITO;-34.93104;-8.00019
3;1;ESCOLA MUNICIPAL;050;PROFESSOR MOACYR DE ALBUQUERQUE;26120771;CORREGO DA AREIA;S/N;566;NOVA DESCOBERTA;672,6;309;14;9;NÂO;;NÃO;NÃO;NÃO;SIM;FATIMA ALVES REIS JUSTO;-34.92521;-8.00165
3;1;ESCOLA MUNICIPAL;132;PROFESSOR NILO PEREIRA;26126524;DO ARRAIAL;4900;434;CASA AMARELA;1115,1;326;12;12;SIM;;SIM;NÃO;SIM;SIM;ANDRESA KARLLA DE MELO BRITO;-34.92558;-8.02728
3;1;ESCOLA MUNICIPAL;017;PROFESSORA ALMERINDA UMBELINO DE BARROS;26126117;VASCO DA GAMA;S/N;558;VASCO DA GAMA;1268;821;31;27;SIM;30/8/2017;NÃO;SIM;SIM;SIM;ADRIANA DEMETRIO DIAS DA SILVA;-34.92101;-8.01016
3;1;ESCOLA MUNICIPAL;252;RENATO ACCIOLY CARNEIRO CAMPOS;26136335;SANTA ROSA;140;566;NOVA DESCOBERTA;426,2;156;8;6;NÂO;;NÃO;NÃO;SIM;SIM;MARGARIDA VIRGINIA DE SANTANA;-34.92524;-8.00446
3;1;ESCOLA MUNICIPAL;401;ROZEMAR DE MACEDO LIMA;26212404;AVENIDA NORTE;5400;434;CASA AMARELA;363;393;27;18;NÂO;;NÃO;NÃO;SIM;SIM;JANAINA SANTOS DA SILVA;-34.91339;-8.02309
3;1;ESCOLA MUNICIPAL;005;SANTA MARIA;26121077;ACAIACA;70;523;ALTO JOSE DO PINHO;1529,3;663;29;19;NÂO;;NÃO;NÃO;NÃO;SIM;SULEIDE FARIAS DE SOUZA SANTOS;-34.90889;-8.0217
3;1;ESCOLA MUNICIPAL;265;SANTA MARIA GORETTI;26126583;SANTA MARIA GORETTI;300;558;VASCO DA GAMA;787,2;348;16;12;SIM;;NÃO;NÃO;SIM;SIM;RUBENICE DE SOUZA E SILVA;-34.91835;-8.01129
3;1;ESCOLA MUNICIPAL;011;SAO CRISTOVAO;26126630;CASSITERITA;395;612;BREJO DA GUABIRABA;1330,8;536;28;30;SIM;;SIM;NÃO;SIM;SIM;MARIA JOSE LOPES DE SANT ANA;-34.93539;-7.99335
3;1;ESCOLA MUNICIPAL;306;SEVERINA LIRA;26122308;DA BOA VONTADE;110;191;TAMARINEIRA;379,6;193;14;12;NÂO;6/4/2018;SIM;NÃO;SIM;SIM;RITA DE CASSIA RODRIGUES DA SILVA;-34.90046;-8.0286
3;1;ESCOLA MUNICIPAL;023;SOCIOLOGO GILBERTO FREYRE;26125692;PROFESSOR CLAUDIO SELVA;350;590;DOIS IRMAOS;789,8;513;25;27;NÂO;18/4/2017;NÃO;NÃO;NÃO;SIM;LUCIANA MADEIRA COSTA DE AMORIM;-34.95245;-8.01083
3;1;ESCOLA MUNICIPAL;085;VIRGEM PODEROSA;26125811;LEONARDO BEZERRA CAVALCANTI;116;469;PARNAMIRIM;931,9;272;16;12;NÂO;;NÃO;NÃO;SIM;SIM;GIULLIANA BEZERRA RODRIGUES;-34.90781;-8.03642
3;2;CRECHE MUNICIPAL;518;CRIANCA FELIZ;26149788;VISCONDE SA BANDEIRA;S/N;540;ALTO JOSE BONIFACIO;180,6;75;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;IVONETE FERREIRA LOPES;-34.91244;-8.01207
3;2;CRECHE MUNICIPAL;519;FLOR DA COMUNIDADE;26149770;RUA;111;531;MORRO DA CONCEICAO;72;48;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;ETELVINA BESERRA DE FARIAS CARVALHO;-34.91593;-8.01802
3;2;CRECHE MUNICIPAL;517;FLOR DO BAIRRO DA GUABIRABA;26149842;CASSITERITA;S/N;612;BREJO DA GUABIRABA;230,8;71;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;SIMONE GOMES DA SILVA;-34.93614;-7.99308
3;2;CRECHE MUNICIPAL;436;IRMA DULCE;26181932;ADALGISA;09;124;ESPINHEIRO;850;65;4;4;SIM;;NÃO;NÃO;NÃO;NÃO;ELIZETE MARIA DOS SANTOS;-34.88758;-8.04201
3;2;CRECHE MUNICIPAL;514;MARDONIO COELHO;26149737;SENADOR MILTON CAMPOS;S/N;558;VASCO DA GAMA;495;93;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;SUELY JANE DA COSTA;-34.9231;-8.0146
3;2;CRECHE MUNICIPAL;452;MERCIA MARIA BEZERRA COSTA;26183269;VEREADOR OTACILIO AZEVEDO;1030;574;BREJO DE BEBERIBE;850;117;6;5;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA DO SOCORRO DO NASCIMENTO;-34.91496;-8.00465
3;2;CRECHE MUNICIPAL;992;MONTE DAS OLIVEIRAS;26171651;ALTO DA BRASILEIRA;07;566;NOVA DESCOBERTA;190,2;25;2;2;NÂO;2/5/2017;NÃO;NÃO;NÃO;NÃO;MARIA ANUNCIADA OLIVEIRA ANDRE GOMES;-34.93355;-8.00062
3;2;CRECHE MUNICIPAL;991;NOSSA SENHORA DE FATIMA;26171660;ALTO DO RESERVATORIO;720;566;NOVA DESCOBERTA;;40;3;3;NÂO;2/5/2017;NÃO;NÃO;NÃO;NÃO;ROBERTA BORGES DE ALBUQUERQUE;-34.93405;-7.9978
3;2;CRECHE MUNICIPAL;522;SAO JOAO;26149923;DO CANAL;50;582;MACAXEIRA;764,3;69;5;5;NÂO;13/6/2017;NÃO;NÃO;NÃO;NÃO;GIRLANNE MICHELLE BRAGA DA SILVA;-34.93037;-8.0197
3;5;CMEI;377;CELESTE VIDAL;26175878;JARDIM ELDORADO;S/N;612;BREJO DA GUABIRABA;126,8;126;6;6;NÂO;12/6/2017;NÃO;NÃO;NÃO;NÃO;ANA SUELY LOPES DA SILVA;-34.95844;-7.99842
3;5;CMEI;515;CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI;26149800;CONSELHEIRO NABUCO;S/N;434;CASA AMARELA;535,1;89;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;SANDRA MARIA MAGALHAES ARCOVERDE GUSMAO;-34.9189;-8.02806
3;8;CRECHE ESC.RECIFE;126;BREJO DO BEBERIBE;26191822;;1097;558;VASCO DA GAMA;;40;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA ELAINE MONTEIRO DO NASCIMENTO;;-79.048
3;8;CRECHE ESC.RECIFE;043;CRECHE ESCOLA RECIFE ALTO DO MANDU;26190087;;S/N;485;MONTEIRO;;164;8;7;NÂO;;NÃO;SIM;NÃO;NÃO;ROSANGELA BARBOSA DE AGUIAR ROMA;;
3;8;CRECHE ESC.RECIFE;451;DONA CARMELITA MUNIZ DE ARAUJO;26183285;DA MUMBECA;100;418;GUABIRABA;850;156;7;5;NÂO;12/6/2017;NÃO;NÃO;SIM;NÃO;JOSIVANE RODRIGUES DOS SANTOS SILVA;-34.92317;-7.96508
3;8;CRECHE ESC.RECIFE;459;MENINO JESUS DE CASA FORTE;26149338;SAMUEL DE FARIAS;127;450;SANTANA;;211;13;12;NÂO;;SIM;NÃO;SIM;SIM;ELIZANGELA TAVARES PEREIRA FEITOSA DO NASCIMENTO;-34.91534;-8.03893
3;8;CRECHE ESC.RECIFE;520;NOSSA SENHORA DAS DORES;26149796;DOS CAETES;427;507;APIPUCOS;164,6;70;6;5;NÂO;20/4/2017;NÃO;NÃO;NÃO;NÃO;GISELLE ALVES DA SILVA;-34.9371;-8.01718
3;8;CRECHE ESC.RECIFE;494;PROFESSOR ARIANO VILAR SUASSUNA;26189224;DON MANUEL DE MEDEIROS;S/N;590;DOIS IRMAOS;;161;10;7;NÂO;;NÃO;NÃO;SIM;SIM;KELLY CRISTINE MARANHAO CONRADO;;
4;1;ESCOLA MUNICIPAL;003;ARRAIAL NOVO DO BOM JESUS;26127369;DO FORTE;1340;701;TORROES;1223,4;827;36;35;NÂO;;NÃO;SIM;SIM;SIM;ROSANGELA DO NASCIMENTO CUNHA VIEIRA DE MELO;-34.93174;-8.05878
4;1;ESCOLA MUNICIPAL;190;CASARAO DO BARBALHO;26127016;DO BARBALHO;1595;698;IPUTINGA;1229;417;26;17;NÂO;;NÃO;SIM;SIM;SIM;GENILDA FERNANDES DE OLIVEIRA;-34.93465;-8.0288
4;1;ESCOLA MUNICIPAL;039;CELIA ARRAES;26127024;JOSE NOYA;131;736;VARZEA;682,1;337;16;14;NÂO;;NÃO;NÃO;SIM;SIM;ANA BEATRIZ DA SILVA;-34.95882;-8.03917
4;1;ESCOLA MUNICIPAL;036;CREUSA DE FREITAS CAVALCANTI;26127008;EPAMINONDAS CRISTOVAO DE OLIVEIRA;S/N;701;TORROES;940,7;630;26;19;NÂO;;NÃO;NÃO;SIM;NÃO;CLAUDIA HELENA DE SOUSA LAURENTINO;;-80.614
4;1;ESCOLA MUNICIPAL;019;DA IPUTINGA;26119218;CORONEL FERNANDO FURTADO;479;698;IPUTINGA;1739,7;653;29;32;NÂO;11/5/2017;NÃO;NÃO;SIM;SIM;MARIA MARLUCE PEREIRA GOMES;-34.92826;-8.04164
4;1;ESCOLA MUNICIPAL;334;DARCY RIBEIRO;26153424;ODETE MONTEIRO;450;680;CORDEIRO;1577,7;584;30;23;NÂO;3/2/2017;NÃO;NÃO;SIM;SIM;SIMONE MARQUES MENDONCA DE OLIVEIRA PINTO;-34.92078;-8.04579
4;1;ESCOLA MUNICIPAL;340;DINA DE OLIVEIRA;26155850;SAO MATEUS;S/N;698;IPUTINGA;2427,5;732;34;25;NÂO;;SIM;NÃO;SIM;SIM;FLAVIA MARIA CRUZ MOTA;-34.93478;-8.03034
4;1;ESCOLA MUNICIPAL;018;DIVINO ESPIRITO SANTO;26127520;PRACA DA CAXANGA;127;736;VARZEA;2411,7;432;16;15;SIM;;SIM;SIM;SIM;SIM;JULIANA PEREIRA RAMOS;-34.95381;-8.03065
4;1;ESCOLA MUNICIPAL;139;DO DOM;26120402;CORONEL PACHECO;115;736;VARZEA;238,7;163;10;10;SIM;17/10/2017;NÃO;NÃO;SIM;NÃO;BERENICE GOMES DE MELO;-34.9589;-8.048
4;1;ESCOLA MUNICIPAL;068;DOS TORROES;26127083;DOUTOR ANTONIO CORREIA DE OLIVEIRA;110;701;TORROES;251,7;193;8;6;SIM;16/10/2017;NÃO;NÃO;NÃO;NÃO;JIMMYGLECIA REGO DOS SANTOS;-34.93406;-8.06711
4;1;ESCOLA MUNICIPAL;292;DOUTOR EBENEZER GUEIROS;26127644;DOUTOR ALUIZIO BALTAR;69;698;IPUTINGA;945;433;20;14;NÂO;;SIM;NÃO;SIM;SIM;RITA DE CASSIA PEREIRA DE PAULA OLIVEIRA;-34.93278;-8.03695
4;1;ESCOLA MUNICIPAL;049;DOUTOR RODOLFO AURELIANO;26119641;JOSE AVELAR;211;736;VARZEA;1143;620;26;28;NÂO;;SIM;NÃO;SIM;SIM;CRISTIANO DA SILVA LIMA;-34.95624;-8.04227
4;1;ESCOLA MUNICIPAL;440;DOUTOR SAMUEL GONCALVES;26127547;AUSTRO COSTA;227;663;PRADO;668;188;10;9;SIM;17/2/2017;NÃO;NÃO;NÃO;NÃO;MARIA EDNA DOS SANTOS;-34.91896;-8.05879
4;1;ESCOLA MUNICIPAL;041;ENGENHO DO MEIO;26127377;BOM PASTOR;1406;710;ENGENHO DO MEIO;1288,7;674;32;26;SIM;3/5/2017;NÃO;SIM;SIM;SIM;BIANCA SIMONETTI MAGLIANO TENORIO;-34.93965;-8.0497
4;1;ESCOLA MUNICIPAL;075;HENFIL;26127873;SEIS DE MARCO;10;736;VARZEA;365,9;207;13;10;SIM;;NÃO;NÃO;SIM;SIM;JACIANE GOMES SOUSA DE LIMA SILVA;-34.95363;-8.04558
4;1;ESCOLA MUNICIPAL;938;JADER FIGUEIREDO DE ANDRADE SILVA;26171732;MUCIO UCHOA CAVALCANTE;283;710;ENGENHO DO MEIO;400,9;252;19;14;SIM;;NÃO;NÃO;SIM;SIM;NOEMIA KARINA ARAUJO DA SILVA;-34.94197;-8.04992
4;1;ESCOLA MUNICIPAL;297;JOAO PESSOA GUERRA;26127784;ISAAC BURIL;107;736;VARZEA;;235;18;15;NÂO;;NÃO;NÃO;NÃO;SIM;BARBARA DAPHNE MARQUES DE MATOS;-34.95826;-8.05605
4;1;ESCOLA MUNICIPAL;020;JOAO XXIII;26119897;DO CAIARA;350;698;IPUTINGA;1002,3;498;20;23;NÂO;;NÃO;SIM;SIM;SIM;ROSANGELA OLIVEIRA NEVES;-34.93066;-8.04158
4;1;ESCOLA MUNICIPAL;040;MAGALHAES BASTOS;26120763;FRANCISCO LACERDA;S/N;736;VARZEA;1297,5;572;28;23;NÂO;17/10/2017;NÃO;NÃO;SIM;SIM;ANDREA LUCIANA CAVALCANTE DE MELO;-34.95704;-8.04691
4;1;ESCOLA MUNICIPAL;380;MERCIA DE ALBUQUERQUE FERREIRA;26175398;TABAIARES;182;760;ILHA DO RETIRO;507,3;305;17;12;NÂO;;NÃO;NÃO;SIM;SIM;MAGDA CLARICE RIBEIRO DE OLIVEIRA;-34.90624;-8.06552
4;1;ESCOLA MUNICIPAL;137;NOVA MORADA;26177978;ELIANE FRAGOSO DO NASCIMENTO;24;744;CAXANGA;235,2;152;11;11;SIM;25/10/2017;NÃO;NÃO;SIM;NÃO;EULALIA DE FATIMA ALVES CARNEIRO;-34.9524;-8.02585
4;1;ESCOLA MUNICIPAL;441;PAPA JOAO XXIII;26127458;GIRUA;S/N;710;ENGENHO DO MEIO;1002,3;222;10;9;SIM;;NÃO;NÃO;SIM;NÃO;ERIKA COLACO DA CUNHA NASCIMENTO;-34.94515;-8.05665
4;1;ESCOLA MUNICIPAL;443;PAROQUIAL CRISTO REI;26123266;DOM MANUEL DA COSTA;S/N;655;TORRE;668;254;10;8;NÂO;;SIM;NÃO;SIM;NÃO;LUIZA MARIA SIMOES DE BARROS MECEDO;-34.91261;-8.04776
4;1;ESCOLA MUNICIPAL;067;PROF ELIZABETH SALES COUTINHO BARROS;26121050;PROFESSOR AVERTANO ROCHA;386;701;TORROES;466,1;240;10;8;NÂO;10/4/2017;NÃO;NÃO;NÃO;NÃO;KATIA CRISTINA DOS ANJOS FLORENCIO;-34.93408;-8.06734
4;1;ESCOLA MUNICIPAL;347;PROFESSOR JOAO BATISTA LIPPO NETO;26157845;BARAO DE CERRO LARGO;S/N;736;VARZEA;1454,4;186;8;8;NÂO;;NÃO;NÃO;SIM;SIM;MARIA MARTINS PEREIRA;-34.99013;-8.03548
4;1;ESCOLA MUNICIPAL;365;PROFESSOR JOAO FRANCISCO DE SOUZA;26158302;EXPEDICIONARIO JORGE DA COSTA LIMA;31;736;VARZEA;282,5;407;17;14;NÂO;;NÃO;NÃO;SIM;SIM;TARCIANE TOME FELICIANO DO NASCIMENTO;-34.97345;-8.03698
4;1;ESCOLA MUNICIPAL;444;SAO DOMINGOS;26127792;SAO MATHEUS;364;698;IPUTINGA;668;325;18;17;SIM;26/4/2017;NÃO;NÃO;NÃO;SIM;NOEMI CATHIA ANDRADE SILVA LIRA;-34.93572;-8.03849
4;1;ESCOLA MUNICIPAL;038;SENADOR JOSE ERMIRIO DE MORAES;26119170;RORAIMA;30;736;VARZEA;634;360;19;16;NÂO;;NÃO;NÃO;SIM;SIM;SINMONIA RIBEIRO DE ARRUDA;-34.97939;-8.03595
4;1;ESCOLA MUNICIPAL;964;SITIO DO BERARDO;26170710;PROFESSOR LINS E SILVA;S/N;647;MADALENA;371,9;166;13;11;SIM;9/6/2017;NÃO;NÃO;NÃO;SIM;MARIA MICHELINE BEZERRA DE ARAUJO;-34.91413;-8.05584
4;1;ESCOLA MUNICIPAL;331;VILA SANTA LUZIA;26153475;ELIZEU CAVALCANTI;52;680;CORDEIRO;1552,8;543;26;23;NÂO;2/10/2017;NÃO;NÃO;SIM;SIM;MONICA PESSOA DE MELO OLIVEIRA;-34.92099;-8.04956
4;1;ESCOLA MUNICIPAL;034;ZUMBI DOS PALMARES;26119200;ENGENHEIRO VASCONCELOS BITTENCOURT;35;736;VARZEA;992,6;556;24;21;NÂO;;NÃO;NÃO;NÃO;SIM;ANA GLAUCIA DE ARAUJO SILVA;-34.95183;-8.04087
4;2;CRECHE MUNICIPAL;980;CASINHA AZUL;26157489;SAO MATEUS;S/N;698;IPUTINGA;610,5;129;7;7;SIM;;NÃO;NÃO;NÃO;SIM;FLAVIA MARIA ALVES COSTA;-34.93434;-8.02991
4;2;CRECHE MUNICIPAL;521;CRECHE MUNICIPAL CEAPE;26149214;COSTA SEPULVEDA;415;710;ENGENHO DO MEIO;430,3;109;6;6;NÂO;;NÃO;SIM;NÃO;NÃO;MIRTES DE OLIVEIRA DINIZ;-34.94067;-8.05412
4;2;CRECHE MUNICIPAL;529;CRECHE MUNICIPAL DEUS E AMOR;26153319;EPAMINONDAS CRISTOVAO DE OLIVEIRA;395;701;TORROES;189,8;81;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;ITALA REBECA RODRIGUES DE ALMEIDA;-34.93583;-8.06122
4;2;CRECHE MUNICIPAL;983;DA TORRE;26156750;CANTORA CLARA NUNES;S/N;655;TORRE;943,5;140;7;8;NÂO;5/4/2017;NÃO;NÃO;SIM;NÃO;MARIA DE FATIMA DO NASCIMENTO;-34.91755;-8.04472
4;2;CRECHE MUNICIPAL;526;E LUTANDO QUE SE CONQUISTA;26153408;SALVADOR ALLENDER;36;680;CORDEIRO;454,1;90;5;5;SIM;17/2/2017;NÃO;NÃO;SIM;NÃO;MARIA DA CONCEICAO LEMOS DE FARIAS;-34.92571;-8.04178
4;2;CRECHE MUNICIPAL;979;ESPERANCA;26170736;LEILA FELIX KARAN;S/N;817;SAN MARTIN;622,6;204;10;9;SIM;16/10/2017;NÃO;NÃO;NÃO;NÃO;ROSIANE ARAUJO DA SILVA;-34.93677;-8.06681
4;2;CRECHE MUNICIPAL;547;JOAO EUGENIO;26157578;GASPAR PEREZ;3895;698;IPUTINGA;243,5;57;4;4;SIM;;NÃO;NÃO;NÃO;NÃO;IVONETE DOS SANTOS CAMPOS;-34.94044;-8.04017
4;2;CRECHE MUNICIPAL;422;LUA LUAR;26413779;MAURICIO DE NASSAU;42;698;IPUTINGA;232,8;70;4;4;SIM;26/4/2017;NÃO;NÃO;NÃO;NÃO;RISELIA BEZERRA DA SILVA ANDRADE;-34.93078;-8.03843
4;2;CRECHE MUNICIPAL;527;MENINO JESUS DA BOMBA GRANDE;26153416;NOSSA SENHORA DA SAUDE;479;698;IPUTINGA;240,2;64;3;3;SIM;11/5/2017;NÃO;NÃO;SIM;NÃO;SEVERINA VALKIRIA DO NASCIMENTO;-34.92809;-8.04188
4;2;CRECHE MUNICIPAL;536;NOSSA SENHORA AUXILIADORA;26153300;DOUTOR ANTONIO CORREIA DE OLIVEIRA;669;701;TORROES;162,7;40;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA CLAUDIA DE ARAUJO;-34.93391;-8.0666
4;2;CRECHE MUNICIPAL;984;RODA DE FOGO;26156849;OCIDENTAL;33;680;CORDEIRO;850;61;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;MONICA AUGUSTA DE SOUZA;-34.93393;-8.0524
4;2;CRECHE MUNICIPAL;554;ROSA SELVAGEM;26153114;PORTO SEGURO;470;736;VARZEA;252,5;57;3;3;SIM;;NÃO;NÃO;NÃO;NÃO;ISABEL CRISTINA DOS SANTOS;-34.97778;-8.03184
4;2;CRECHE MUNICIPAL;981;VINDE A MIM AS CRIANCINHAS;26157560;EDEIA;S/N;647;MADALENA;164,9;41;2;2;SIM;17/2/2017;NÃO;NÃO;SIM;NÃO;ANA NERY DE MIRANDA;-34.91286;-8.05587
4;2;CRECHE MUNICIPAL;525;WALDIR SAVLUSCHINSKE;26153351;ALVARO TEIXEIRA MESQUITA;S/N;710;ENGENHO DO MEIO;866,6;142;7;8;NÂO;3/5/2017;NÃO;NÃO;SIM;NÃO;SANDRA RAQUEL MAIA GARRIDO;-34.93955;-8.05049
4;5;CMEI;437;ALCIDES RESTELLI TEDESCO;26181835;FAUSTO CARDOSO;653;647;MADALENA;850;259;12;11;SIM;17/2/2017;NÃO;NÃO;SIM;NÃO;IRENE REZENDE PEREIRA;-34.91564;-8.05278
4;5;CMEI;399;PROFESSOR PAULO ROSAS;26212412;PROFESSOR LUIZ FREIRE;SN;728;CIDADE UNIVERSITARIA;780,1;125;8;7;NÂO;;NÃO;NÃO;SIM;SIM;KEILA PATRICIA VANDERLEI MACEDO;-34.95619;-8.05633
4;5;CMEI;528;SEMENTINHA DO SKYLAB;26153246;ITAPARINGA;SN;698;IPUTINGA;280,3;144;7;5;NÂO;;NÃO;NÃO;SIM;NÃO;CARLA ROBERTA FRAGA SOUZA;-34.9285;-8.03272
4;8;CRECHE ESC.RECIFE;074;ASSOCIACAO CRISTA FEMININA;26123185;;68;655;TORRE;;167;8;6;NÂO;;NÃO;NÃO;NÃO;NÃO;KARLA CABRAL BARROCA;-34.90905;-8.0421
4;8;CRECHE ESC.RECIFE;449;CMEI DARCY RIBEIRO;26182815;ODETE MONTEIRO;450;680;CORDEIRO;850;98;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;ELIONE RIOS DAS NEVES;-34.92055;-8.0455
4;8;CRECHE ESC.RECIFE;478;CRECHE ESCOLA RECIFE MIGUEL ARRAES DE ALENCAR;26186926;ARISTONCIO DE OLIVEIRA;189;698;IPUTINGA;;109;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA PAULA DE FARIAS CORDEIRO LEITE;-34.94088;-8.0294
4;8;CRECHE ESC.RECIFE;134;MARIA LUZINETE DA COSTA;26191695;;190;760;ILHA DO RETIRO;;60;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;LUCICLEIDE GOMES DE ARAUJO BARROS;;
4;8;CRECHE ESC.RECIFE;008;MIGUEL ARRAES RODA DE FOGO;26190362;;S/N;701;TORROES;;202;10;8;NÂO;;NÃO;NÃO;SIM;NÃO;WILNNE DO CARMO SILVA BARROS;;
4;8;CRECHE ESC.RECIFE;533;SANTA LUZIA;26153335;SOUZA BANDEIRA;S/N;655;TORRE;510,7;120;8;7;NÂO;3/4/2018;NÃO;NÃO;SIM;NÃO;GLORIA REJANE CAVALCANTI DE SOUZA;-34.91648;-8.04518
4;8;CRECHE ESC.RECIFE;982;SITIO DO CARDOSO;26156628;PADRE LANDIM;390;647;MADALENA;631,8;148;8;8;NÂO;;NÃO;NÃO;SIM;NÃO;JOSELMA LUIZA DE ARAUJO SILVA;-34.91277;-8.04924
5;1;ESCOLA MUNICIPAL;962;ALTO DA BELA VISTA;26123380;ALTO DA BELA VISTA;338;922;COQUEIRAL;127,3;113;6;5;NÂO;3/7/2017;NÃO;NÃO;NÃO;NÃO;LUCIANA DA SILVA MARTINS;-34.96879;-8.08471
5;1;ESCOLA MUNICIPAL;102;ANDRE DE MELO;26123541;MORAES E SILVA;180;833;ESTANCIA;1110;587;26;29;NÂO;9/4/2018;NÃO;NÃO;SIM;SIM;SANDRA BONIFACIO DE ALBUQUERQUE;-34.9308;-8.08378
5;1;ESCOLA MUNICIPAL;014;ANTONIO FARIAS FILHO;26117576;VINTE E UM DE ABRIL;S/N;817;SAN MARTIN;1789;850;32;36;NÂO;;SIM;NÃO;SIM;SIM;SANDRA MARIA FERREIRA NASCIMENTO XAVIER;-34.92596;-8.07264
5;1;ESCOLA MUNICIPAL;100;BALBINA MENELAU;26120682;JOAO DE ANDRADE;82;868;JARDIM SAO PAULO;680;378;17;15;NÂO;16/2/2017;NÃO;NÃO;SIM;SIM;MARLUCE MARIA LUCIA DE ARAUJO;-34.94971;-8.0831
5;1;ESCOLA MUNICIPAL;073;CASA DOS FERROVIARIOS;26123444;DR JOSE CORNELIO;84;922;COQUEIRAL;471,2;432;23;20;NÂO;;NÃO;NÃO;SIM;SIM;DILMA LIMA DA SILVA;-34.96572;-8.09046
5;1;ESCOLA MUNICIPAL;974;CHICO MENDES;26170779;DO CAMPO;S/N;841;CACOTE;227,3;428;22;19;SIM;31/10/2017;NÃO;NÃO;SIM;SIM;CELI VIEIRA DA ROCHA;-34.9328;-8.10323
